Season,Episode,Character,cleanline
16,1,Cartman,hey hey thats my bathroom 
16,1,Cartman,dude you cant make me wear a seatbelt to take a dump
16,1,Cartman,yeah but the bloods on clydes wiener not mine
16,1,Kyle,sir we are really worried about our friend clyde everywhere he goes people are telling him he had blood on his wiener
16,1,Stan,we keep trying to tell him maybe this all isnt his fault maybe the people who made the toilet are to blame for what happened
16,1,Kyle,so we were just wondering if we could sue somebody
16,1,Kyle,all right you see clyde okay we wanna help him sue whoever invented the toilet
16,1,Kyle,aw hes dead
16,1,Stan,so then we cant sue him
16,1,Stan,wow really
16,1,Kyle,you hear that clyde
16,1,Stan,how expensive
16,1,Kyle,clyde got 3000 from his moms life insurance
16,1,Randy,aw damn it  he hey officer
16,1,Randy,yeah i know i had it on i just took it off for a second to get the uh to get to the uh
16,1,Randy,oh come on dont give me a ticket
16,1,Randy,im not gonna fall in im not a chick 
16,1,Randy,yeah thanks  asshole
16,1,Randy,no i was talking to my asshole ccmon asshole lets get back to work 
16,1,Cartman,this is unbelievable stupid toilet safety administration you cant even take a crap at ihop without a forty minute line
16,1,Cartman,hey how about you people speed it up in here im about to crap my pants and i demand access to the toilet right now
16,1,Cartman,what yes id mind do you mind if i touch your fucking balls
16,1,Stan,yeah
16,1,Randy,yeah yeah
16,1,Randy,so ridiculous
16,1,Randy,thanks
16,1,Randy,hey whats that thing 
16,1,Randy,aw you people have me on camera now
16,1,Cartman,exactly how long are we going to sit around as our freedoms are stripped away one by one its time for us to stand together and say we want the government out of our bathrooms
16,1,Cartman,now listen all we have to do is agree as a community to all bolt our toilet seats down if they cant raise or lower theres zero chance of anyone falling in
16,1,Mr. Garrison,hey yeah if theres no toilet seats the government cant make toilet seat laws 
16,1,Cartman,well sorry if women might have to deal with a little splash of pee on the rim but its a far better solution than having the government in out bathrooms right
16,1,Randy,yeah how will nelson and i make an x on sleepover nights
16,1,Cartman,well sorry but if we dont want the government treating us like children we might have to give up being able to pee out feces in half
16,1,Randy,yeah i think weve just gotta live with the tsa 
16,1,Stan,so what does that mean
16,1,Kyle,what
16,1,Randy,what good is the tsa if they arent protecting us why have we given up freedom if a terrorist can take a hostage in a bathroom with a baby and a gun on the toilet
16,1,Randy,weve all stood by as our mother government has taken out dignity
16,1,Cartman,thats right
16,1,Randy,now its time for us to take responsibility for ourselves
16,1,Cartman,yeah
16,1,Randy,it is time for us all to grow up
16,1,Cartman,thats right
16,1,Randy,it is time for a sueance
16,1,Cartman,wait what what the fuck is a sueance
16,1,Cartman,oh boy here we go
16,1,Mr. Garrison,quick sue him
16,1,Butters,aha i told you you should sit on it that way i told you
16,1,Randy,yeah but but if you sit on it that way you have to take your pants all the way off
16,1,Randy,thats what that hole is for oh  oops
16,1,Cartman,so then so then clydes moms ghost was all like clyde what have i told you clyde you asshole and clyde is all like mom leave me alone im seriously stop please dude it was a riot
16,1,Cartman,hah yeah well im just glad that stupid tsa crap is over with i know youve had a tough week clyde but at least your mom didnt die for nothing i mean were kinda right back at the bathroom being the last bastion of american freedom so technically your mom did die for nothing but clyde clyde
16,1,Cartman,clyde you there hello 
16,2,Randy,well dad it was really great seeing you wed love to stay for dinner but the food here gives sharon diarrhea
16,2,Sharon,what randy
16,2,Randy,just trying to leave without being rude
16,2,Sharon,go ahead and open it stan  ohoho look at that a bolo tie isnt that beautiful stan 
16,2,Randy,grandpa how much did you spend on that
16,2,Randy,six thousand
16,2,Randy,dad you shouldnt be spending your retirement money on frivolous things you should be saving it for when you die thats ours
16,2,Sharon,its gorgeous dad thank you oh and tomorrows picture day at school stan can wear it for his photo
16,2,Cartman,nice bolo tie stan
16,2,Stan,thanks 
16,2,Cartman,bolo ties are  really in right now cool you have one
16,2,Stan,look it was a gift from my grandpa okay and it cost a lot of money
16,2,Cartman,no dude its badass
16,2,Stan,it happens to be worth six thousand dollars
16,2,Kyle,that was six grand
16,2,Stan,yeah dude its a recreation of the bolo tie worn by king henry v
16,2,Cartman,dude its fucking gay as fuck
16,2,Stan,i know  i really wish if my grandpa wanted to give me something hed just give me the money
16,2,Kyle,why dont you take it to one of those pawn places every two blocks you see a guy with a sign that says cash for gold and jewelry there must be a lot of people doin it
16,2,Stan,no my grandpa gave to me as a present but its worth so much i reel really bad accepting it so i just want the cash
16,2,Stan,what that cost my grandpa six thousand dollars those are real diamonds on the outside
16,2,Stan,fifteen bucks
16,2,Kyle,dude this guys trying to rook us we can go someplace else
16,2,Stan,yeah im not gettin taken advantage of 
16,2,Cartman,you may suck our collective balls sir 
16,2,Kyle,dont worry theres gotta be another cash for gold place around here somewhere
16,2,Stan,yeah heres one 
16,2,Stan,yeah dude you can test them
16,2,Stan,this is the same bolo tie worn by king henry v
16,2,Stan,i wanna see how much youll give me for this gold and turquoise diamond bolo 
16,2,Stan,a sixlayer burrito
16,2,Kyle,you guys dont even make a sixlayer burrito
16,2,Stan,dude my grandpa paid 6000 for something barely worth anything how how does something like this happen
16,2,Kyle,dude thats terrible
16,2,Cartman,i told you guys ive been watching all day
16,2,Stan,but how do they get away with that
16,2,Cartman,this is a new time a new era of science that only the smartest can comprehend 
16,2,Stan,what are you talking about
16,2,Cartman,for centuries alchemists have tried to come up with a formula to make gold whoever could do it would of course become rich and now the chemical equation is right before our eyes 
16,2,Kyle,thats the chemical equation for gold
16,2,Cartman,thats right  guys with cash for gold signs gets you peoples unwanted crappy jewelry which when added to a cablebased shopping network divided by demented old people equals gold 
16,2,Kyle,kenny will you tell cartman to shut up
16,2,Kenny,shut the fuck up dude youre a fuckin asshole
16,2,Cartman,oh im an asshole for doin math
16,2,Stan,grandpa 
16,2,Stan,grandpa
16,2,Stan,she doesnt like jewelry grandpa
16,2,Stan,shes not a baby grandpa shes thirteen
16,2,Stan,yes grandpa
16,2,Stan,dont worry grandpa im gonna take care of this 
16,2,Cartman,hey craig goin on token bet your mom has some old jewelry she wouldnt notice missing bebe you got those rhinestones in your earrings ill have some walking cash i can probably offer you a
16,2,Butters,whoops 
16,2,Cartman,butters what the fuck
16,2,Butters,sorry my arms hurt
16,2,Cartman,my arms hurt pick the fucking sign up butters this is a business 
16,2,Cartman,oh ahhhh three bucks
16,2,Cartman,we got crappy jewelry butters now all we need are some old people
16,2,Stan,yeah hi um you should kill yourself
16,2,Stan,i said you should kill yourself what you do is sort of unjustifiable and you know its unjustifiable and you dont care youre the definition of evil kill yourself
16,2,Stan,i just read that the day shopping networks make most of their money is on the day seniors pick up social security checks kill yourself
16,2,Stan,no i wouldnt
16,2,Stan,no because i really want you to kill yourself
16,2,Stan,i dont care what happens to me i care about my grandfather you morally empty corrupted maggot
16,2,Stan,nono uh it doesnt matter what price you put on anything your only chance to right the wrongs youve done and repay all the elderly people whose lives youve destroyed is to kill yourself
16,2,Stan,im not joking  do it
16,2,Cartman,okay next item next item were gonna do is uh 5 5 2 1 6 uh 7 7 5 5  this isoh my god look at this you guys  this is 200 carat brazilian emerald and plasticine ring im gonna start bidding for this ring at um lets see eight billion dollars eight billion dollars opening bid weve gotta sell this ring today tell you what im gonna take it down a little were gonna drop that price down to 7595 at this price its not gonna last for looh we got a caller already butters butters look like did we sell it yep seventyfive ninetyfive thats what the rung just sold for do we have the buyer on the line hello
16,2,Cartman,yes you just bought this lovely 200carat ring how do you feel mrs
16,2,Cartman,can i ask you something mrs appleby do you like fucking little boys
16,2,Cartman,just wondering if you fuck kids all the time cause thats what you just did with this deal you just got an 8000000000 ring for seventyfive ninetyfive you fucked me good mrs appleby congratulations maam
16,2,Cartman,were you just flippin through the channels and saw me selling this ring and thought hm id like to fuck that kid
16,2,Cartman,ohkay thanks for shopping with us i gotta get the taste of old lady dick out of my mouth
16,2,Cartman,bye man thats good acting i should get an award
16,2,Stan,do you have any idea what it would feel like to start losing your memories no because you dont have someone in your life suffering from alzheimers well i do
16,2,Stan,yeah well theres an old hindu saying whoever smelt it dealt it
16,2,Kyle,yeah
16,2,Kenny,fuck yeah
16,2,Kyle,what does that mean
16,2,Stan,you are the scums of the earth old people are victimized by shopping networks and you kick back in your fatcat mansions making billions
16,2,Butters,we arent makin that much fellas
16,2,Stan,youre not
16,2,Kyle,nuh uh its whoever denied it supplied it
16,2,Cartman,suck my balls suck my balls  hello
16,2,Cartman,yeah listen im running a retail business but i cant get enough of peoples unwanted crappy jewelry to keep up so id like to buy some of yours
16,2,Cartman,i get by lets see im gonna need some gold necklaces diamond bracelets and emerald earrings
16,2,Cartman,oh i dont know i guess ill take that ring there
16,2,Cartman,and uh maybe ill that one for three hundred
16,2,Cartman,how about that panzanite bracelet for nine ninety five
16,2,Cartman,what dja say
16,2,Cartman,wait a minute how much do you pay for this stuff
16,2,Cartman,okay quit the act im not fucking you and you know it
16,2,Cartman,nono you fucked me fuck you
16,2,Butters,oh sorry sorry 
16,2,Cartman,you see im looking to cut out the middle man i want to buy my jewelry direct from you so that  motherfucker
16,2,Stan,you should be ashamed of the people in america that you are exploiting how dare you take advantage of those less fortunate 
16,2,Cartman,you dirty doublecrossing assholes youre trying to cut me out huh you guys stole my formula then tried to fuck me butters
16,2,Butters,sorry 
16,2,Cartman,and then tried to fuck me out of your business
16,2,Kyle,were not fucking you theyre fucking stans grandpa
16,2,Cartman,no theyre getting fucked by asian ladies
16,2,Stan,somebody is at the head of all this and somebody needs to pay all i want is some goddamned retribution for my goddamned grandpa  no not a diamondandgold necklace 
16,2,Kyle,whats he doing
16,2,Stan,oh yeah actually this might kind of work
16,2,Stan,so the we went to india which is pretty cool i guess ive never been there before and we basically learned that whoever smelt it denied it and rhymed it actually dealt it
16,2,Stan,yeah i guess so anyway grandpa i wanted to give you something 
16,2,Stan,yeah
16,2,Stan,cool i i wont wear it anymore
16,3,Stan,tango tango im in position
16,3,Kyle,copy tango clear vantage point
16,3,Stan,it will have to do were not getting closer
16,3,Kyle,alright butters bring it in
16,3,Butters,equipment is flying in ten seconds
16,3,Kyle,copy that 10 seconds cartman
16,3,Cartman,i can hear kyle just tell me when to go
16,3,Stan,i think theyre onto us guys lets do this  i got it
16,3,Kyle,go cartman 
16,3,Butters,we got it we got it
16,3,Stan,go go go
16,3,Cartman,hehe hehe that was sweet you guys 
16,3,Cartman,oh please bradying is to 2000 and lame
16,3,Cartman,oh god that was boring
16,3,Kenny,totally
16,3,Kyle,so what do you want to do now
16,3,Cartman,well there is the nice french café downtown maybe we should get some faith hilling pictures there
16,3,Stan,oh thats a good idea
16,3,Butters,what you mean you guys still plan on faith hilling after what we just saw
16,3,Cartman,butters faith hilling defines our generation
16,3,Butters,well count me out
16,3,Kyle,youre gonna give up on faith hilling just like that butters how could you
16,3,Butters,well im scared 
16,3,Cartman,why would we look at a newspaper retard
16,3,Cartman,really 
16,3,Stan,dude we are on the front page
16,3,Cartman,yes
16,3,Kenny,yeah dude
16,3,Stan,can we get a different pose please 
16,3,Cartman,whats it say whats it say
16,3,Stan,it says oh oh no it says faith hilling is now all like 2000late
16,3,Cartman,what let me see that 
16,3,Kyle,how can that be already
16,3,Stan,public reaction was the stunt pulled off by five elementary school students was not only dangerous and disruptive but also completely passé
16,3,Kyle,how can we be passé were only in 4th grade
16,3,Stan,faith hilling is pretty stale said republican candidate newt gingrich if they had crashed the debate by taylor swifting that would have been impressive
16,3,Cartman,taylor swifting what the fuck is that
16,3,Stan,thats all it is 
16,3,Cartman,you pull down your pants and wipe your butt on the ground like an old dog 
16,3,Kyle,but thats stupid  how can that replace faith hilling it doesnt even make any sense
16,3,Cartman,i cant believe people take the time to do this garbage  this has to be stopped you guys
16,3,Cartman,how is this kyle this good 
16,3,Kyle,yep thats great 
16,3,Cartman,cool these will be good uploads
16,3,Cartman,faith hilling why dont you get the fuck out of here
16,3,Stan,saying something is so 2000 and anything is so 2009 you stupid ass wipe
16,3,Cartman,why dont you make me 
16,3,Butters,oh thats okay i think
16,3,Butters,ha
16,3,Cartman,mr kitty do you mind explaining this  you wanna tell me why youre putting pictures of yourself on the internet with bread around your face this is a bad kitty bad youre taking the idea of faith hilling and making it stupid bad kitty  bad mr kitty  bad kitty no more memeing  come on guys  bad mr kitty
16,3,Stan,well im glad we took care of that
16,3,Kyle,yeah what do you guys wanna do now
16,3,Cartman,i was thinking of maybe faith hilling at the place they do aa meeting
16,3,Stan,thats a cool idea
16,3,Kenny,oh fuck it dude 
16,3,Kyle,wwhats the matter kenny
16,3,Kenny,i dont know that seems quite pointless
16,3,Stan,what seems pointless
16,3,Kenny,hey just accept faith hilling is out of style
16,3,Kyle,hey  faith hilling is not out of style alright
16,3,Kenny,well and i cant take any of that
16,3,Stan,no no no these stupid fads are only that okay we cant give in to this crap
16,3,Cartman,dont give up on faith hilling kenny dont you give up on her
16,3,Stan,oh long johnson oh long johnson
16,3,Stan,oh long johnson oh long 
16,3,Cartman,dude whats going on
16,3,Stan,oh hey guys hows it going 
16,3,Kyle,we thought you were meeting us at cartmans what are you doing here taylor swifting
16,3,Stan,yeah now youre doing to see how many times you can say oh long johnson i thought just you know try it out
16,3,Cartman,guys remember when we heard about that pollack with one testicle in the revolutionary war what was his name
16,3,Kyle,benedict arnold 
16,3,Stan,oh come on you guys need to realize that faith hilling is over okay  you can pretend all you want but its not coming back 
16,3,Kyle,kenny
16,3,Kenny,im sorry guys faith hilling is just a stupid fad right
16,3,Stan,you will like this kenny pull down your pants 
16,3,Kyle,you guys are sellouts
16,3,Cartman,come on kyle
16,3,Kyle,youre freaking sellouts
16,3,Cartman,its okay man come on
16,3,Kyle,yeah yeah thats cool bring the left titty out some more  yeah yeah freeze there 
16,3,Cartman,get a couple facing the other way brah 
16,3,Kyle,yeah good idea 
16,3,Kyle,we have to face it cartman
16,3,Cartman,i know i know kyle 
16,3,Kyle,i really thought it was gonna last
16,3,Cartman,i guess the only thing that doesnt change in life is that things change  the sun hurts my eyes 
16,3,Kyle,it wasnt like faith hilling was that great i mean
16,3,Cartman,no no it was kind of stupid really
16,3,Kyle,iits good that it became something else
16,3,Cartman,and well have a blast doing the new stuff 
16,3,Stan,okay thats good a little higher
16,3,Cartman,okay cool im gonna go left to right is that good
16,3,Kyle,yeah thats awesome
16,3,Stan,ok whenever youre ready
16,3,Cartman,no kitty you have to be quiet
16,3,Cartman,no kitty thats a bad kitty 
16,3,Kyle,what you been living under a rock this is the new meme cat taylor swift reporting
16,3,Stan,alright go cartman
16,3,Cartman,taylor swift is dangerous taylor swift is dangerous
16,3,Stan,yeah thats cool its awesome
16,3,Kyle,its super awesome
16,3,Cartman,yeah yeah we got it down you guys think were ready for the big time
16,3,Cartman,shut up kitty
16,3,Stan,fox trot standing by at position alpha
16,3,Kyle,copy fox trot lets fly in the goods tango
16,3,Kenny,this is tango i have the goods
16,3,Stan,standing by in three seconds
16,3,Kyle,two one go cartman
16,3,Cartman,lets do this 
16,3,Kyle,cartman go cartman
16,3,Stan,come on dude hurry
16,3,Cartman,no noo  i wont do it i wont do it you hear me im better than this  and to hell with you mr kitty youre a bad kitty bad bad kitty its time somebody stood up and did the right thing 
16,3,Kyle,yeah do it cartman
16,3,Cartman,alright football night what do you doget out your camera and a boobie or two
16,3,Stan,wow
16,3,Cartman,we gotta get serious while were in our prime
16,3,Cartman,come on everybodyits faith hilling timedancin rappin titties flappin where are youthis is the only memeing ill ever do
16,3,Cartman,is a meme i will fightcause im faith hilling til the day that i die
16,4,Cartman,wow thats so cool and so then passover lasts seven days
16,4,Cartman,interesting and why is it called passover again 
16,4,Cartman,so interesting wow 
16,4,Kyle,get out of here
16,4,Cartman,oh hey kyle
16,4,Kyle,get outta here 
16,4,Cartman,well i better be going thanks so much ms broflovski i learned a ton
16,4,Kyle,what are you gonna do
16,4,Cartman,isnt it possible i just want to learn more about the jewish faith
16,4,Kyle,no
16,4,Cartman,alright kyle listen  legends tell of a horrific four legged creature from mexico that sucks the blood of goats and it might have just spotted in south park
16,4,Kyle,what does that have to do with passover
16,4,Cartman,all i can promise you is that this is going to be the most memorable passover ever  cartmans passover holiday special starring the jewpacabra 
16,4,Butters,hoh da lolly this is gonna be so much fun
16,4,Kenny,me too
16,4,Cartman,yeah yeah it should be a real blast heh i just hope jewpacabra doesnt show up thats all
16,4,Cartman,jewpaca look its nothing forget i said anything
16,4,Cartman,okay look a lot of people claim that on passover a blood sucking creature called the jewpacabra comes out and preys on children this year passover happens to be the same week as easter
16,4,Butters,you mean its like like a monster
16,4,Cartman,its just a legend alright but people all over town have started reported strange things knocked over trash cans weird howls
16,4,Cartman,yeahuh token dont think it wont come after you just because youre black
16,4,Cartman,alright alright stay back stay back it definitely looks like a jewpacabra attack but its hard to tell
16,4,Butters,aaaaaahhh 
16,4,Cartman,alright guys were gonna need some video cameras we gotta go out at night and try to get proof of this thing
16,4,Kyle,alright alright knock it off stop spreading lies
16,4,Cartman,im trying to protect people and why are you so quick to try and cover up jewpacabras existence
16,4,Kyle,i looked on the known species webpage theres no animal called a jewpacabra mentioned anywhere
16,4,Cartman,well neither is bigfoot kyle but there are a lot of people who say they have spotted a sasquatch
16,4,Kyle,if someone says they saw a sasquatch they are either lying or they are stupid now stop lying about a jewpacabra before stupid people start believing you
16,4,Butters,lu lu lu lu nno such thing as jjewpacabra people made it up  its  thats okay even if there was a jjewpacabra it couldnt get in my rroom anyways
16,4,Cartman,butters
16,4,Butters,aaaaahhh
16,4,Cartman,come on butters you and me are gonna try to catch jewpacabra on camera
16,4,Butters,no its a school night
16,4,Cartman,butters do you know how many times jewpacabra has been shot on video zeero  i cant do this alone please help me prove to the rest of the world jewpacabra is real
16,4,Cartman,look at these dense trees and brush oh yeah this is exactly the kind of forest jewpacabra likes to hide in
16,4,Butters,you think jewpacabra is here
16,4,Cartman,pretty sure jewpacabra was here
16,4,Butters,oh good maybe we scared it off
16,4,Cartman,you cant scare a jewpacabra butters dont forget were dealing with a creature that drinks blood hides in the night and has absolutely no belief in the divinity of christ  did you hear that im going to try a jewpacabra mating call now no christ no christ im really not buying this whole christ thing  hes here somewhere
16,4,Butters,oh god im scared
16,4,Cartman,jesus is a lie
16,4,Butters,eric stop it
16,4,Cartman,shh help me call it out butters
16,4,Butters,im not saying jesus is a lie
16,4,Cartman,butters do you wanna catch jewpacabra on camera or not  there is no christ
16,4,Butters,jesus is a lie
16,4,Cartman,no way jesus was son of god huh butters
16,4,Butters,nope i dont think christ has any basis in reality
16,4,Cartman,sh you hear that
16,4,Butters,oh hamburgers
16,4,Cartman,i didnt think you would believe me and that why last night i took it upon myself to go out and try to capture it on video  what im about to show you is the first video ever shot of a jewpacabra  and youre the first to see it  this is just after 8 pm first we heard rustling in the bushes then a strange animallike scurrying sound thats when we saw this  kay wait for it wait for it wait for it wait for it wait for  right there did you see the jewpacabra i know its so shocking it takes a minute for your brain to process what its seeing watch again  wait for it wait there  jewpacabra theres a jewpacabra in south park god help us
16,4,Cartman,it was no dog i was there im telling you this thing had no idea that jesus christ had died for our sins
16,4,Cartman,i can try to catch it but im going to need all the resources youve got if this thing isnt contained your easter egg hunt is going to be a bloodbath 
16,4,Cartman,we need to get to the city of nassau in the bahamas here 
16,4,Cartman,thats right theres a resort near there called the atlantis hotel and casino they have a water slide there that goes through a shark tank
16,4,Cartman,weeeeeee oh yes oolll check it out heheyeahehe 
16,4,Cartman,now we head back to colorado here  we need to get my video of the jewpacabra into the hands of professionals who can analyze it
16,4,Kyle,would you stop scaring everyone with your dumb ass myth
16,4,Cartman,people thought atlantis was a myth kyle but i was just there ive explored the depths of atlantis and now im about to prove a new species exists im a little james cameron
16,4,Kyle,these people arent going to prove anything to believe any of this you either have to be a liar or stupid
16,4,Cartman,these are professional people who go around tracking sasquatches kyle they arent liars and they arent stupid
16,4,Cartman,ive already done my research boys what youre looking at there is a jewpacabra
16,4,Cartman,its like a sasquatch only more elusive more ferocious and a little more greedy
16,4,Cartman,well i guess thats it youre going to have to only allow me into the easter egg hunt sir im the only one qualified
16,4,Cartman,heh what do you mean 
16,4,Cartman,well i mean it could have just been a dog
16,4,Cartman,well come on guys its probably a jewpacabra but this isnt definitive
16,4,Cartman,why
16,4,Cartman,theres no way no way jewpacabra is real  those those cryptozoologists dont know what theyre talking about they just they just gave me a case of the hebrew jeebies thats all eh eaah  hey jewpacabra cant be real right tell me again why it cant be real  i mean its impossible that something i made up could turn out to actually exist huh kyle
16,4,Kyle,what are you doing
16,4,Cartman,okay okay even if there was a jewpacabra it wouldnt know i was the one who got video of it huh how could it know that it couldnt know that right kyle 
16,4,Cartman,jesus loves me this i knowcause republicans tell me solittle ones god will protectcause letting kids be harmed is child neglecteverything still clear out there
16,4,Cartman,guys
16,4,Butters,its all quiet out front eric
16,4,Cartman,well check everywhere im not paying you guys each twenty bucks to scratch your buttholes
16,4,Butters,he says hes not payin us to scratch our buttholes 
16,4,Cartman,what what was that butters token  oh jesus christ you guys aghgh  you guys guys
16,4,Butters,hey eric
16,4,Cartman,its trying to get in where the hell are you guys
16,4,Butters,well we got scared so were next door at wingstreet 
16,4,Cartman,wingstreet
16,4,Butters,yeah well it was the closest place to hide
16,4,Cartman,dude i want wings  ahghgh  oh jesus its only you
16,4,Cartman,huh
16,4,Cartman,get me outta here please heelp
16,4,Cartman,oh god its gonna kill me  what the
16,4,Cartman,this isnt safe or fun
16,4,Cartman,no come back come back please this isnt right
16,4,Cartman,kyle hey kyle  i know what youre thinking kyle that like this is some kind of fitting comeuppance
16,4,Kyle,admit youre lying and ill let you go
16,4,Cartman,oh of course i was lying kyle theres no jewpacabra now please kyle its easter eve and if jewpacabra smells this blood i am in a heap of trouble  no kyle no wait im sorry i couldnt help it kyle please ill give you money i have lots of money  oh god what am i doing  i mean i mean i dont have any money im totally broke  oh god i am in a heap of trouble
16,4,Cartman,its so cool that even though im christian i celebrate passover too yup i think both holidays are awesome  i really sympathize with those jews in ancient egypt i really do 
16,4,Cartman,bobo bobo no  wha 
16,4,Cartman,ugh what where
16,4,Cartman,ugh what  whats going on
16,4,Cartman,its raining frogggggsss  kyle kyle my hebrew friend did you see that its raining frogs
16,4,Kyle,yes its because the pharaoh wont give the hebrews what we want god is angry
16,4,Cartman,so god makes it rain frogs that just seems kind of mean to frogs kyle
16,4,Kyle,thats how god is and if pharaoh doesnt give us what we want next hes gonna kill all egyptian first born boys
16,4,Cartman,wha okay look ill talk to the pharaoh and see if hell change his mind
16,4,Kyle,it doesnt matter because god is going to harden the pharaohs heart
16,4,Cartman,what does that mean
16,4,Kyle,it means jehovah is going to use his powers to keep the pharaoh from letting us go
16,4,Cartman,well that doesnt seem very fair kyle i mean if god is going to make pharaoh say no then why would he punish him for saying no
16,4,Kyle,thats just how god is
16,4,Cartman,youre wrong kyle god is not a dick 
16,4,Cartman,daaad whens it gonna stop raining frogs
16,4,Cartman,but my friend kyle he says that the reason weve had all these plagues and stuff because you wont let all the jews leave
16,4,Cartman,wow that makes sense dont think anyone can deny that 
16,4,Cartman,but dad my friend kyle says that if we dont do whatever the hebrews want us to do god is gonna kill little egyptian boys
16,4,Cartman,i love you dad
16,4,Cartman,and our love grows
16,4,Cartman,have no fear for god is nearand god loves all his childrenhuh  nooooooo  kyle why what are you doing
16,4,Kyle,this is what god told us to do
16,4,Cartman,no kyle i dont believe you
16,4,Kyle,youll see 
16,4,Cartman,noooo 
16,4,Cartman,noooooo 
16,4,Cartman,noooo 
16,4,Cartman,no the breads all flat no  aaaaahhhh 
16,4,Cartman,we were wrong im sorry god ill be jewish i promise please dont kill me dont kill me doooo 
16,4,Cartman,no no the bread is all flat no
16,4,Cartman,im alive  im alive you guys  i dont know how but im alive  can you believe it its a miracle  listen everybody last night i almost died but then a passover miracle happened the jewpacabra passed me over and by the power of jehovah i somehow woke up safely in my bed i learnt a big lesson its wrong guys christ didnt die for our sins and god is angry its time for us all to stop this easter ridiculousness accept jehovah as our god and deny christ
16,4,Butters,oh stop trying to ruin easter you you heathen 
16,4,Cartman,hey guys listen  i finally know how you feel kyle know your religion is right but being laughed at by everyone else its so hard for us jews but i guess we just have to let stupid people believe what they are gonna believe
16,4,Kyle,yeah
16,4,Cartman,ii know what youre thinking kyle but i really do believe in judaism now im not lying
16,4,Kyle,i know youre not
16,4,Cartman,kewl thanks kyle oh and kyle happy passover
16,4,Kyle,happy passover cartman 
16,5,Cartman,nonono im tellin you guys music videos have devolved to nothing but pretty girls wearing skintight clothes and singin songs about their vajayjays used to be chicks sang about their relationships now its all my vajayjay this my vajayjay that but clearly thats what sells think about it when was the last time you turned on a music video and didnt see some chick strumming a guitar singing about her vajayjay  see you cant remember
16,5,Butters,heh hhey fellas 
16,5,Kyle,wheres your lunch butters
16,5,Butters,oh  uh its okay um im not hungry anyways
16,5,Stan,dude did a bully take your lunch money again
16,5,Butters,yeah 
16,5,Stan,thats the third day in a row you gotta tell the teacher
16,5,Butters,naw im not a tattletale
16,5,Stan,well then write the principal an anonymous letter
16,5,Butters,naw im not no anonymous andy
16,5,Butters,naw i dont want kids calling me a cliché conflict resolution kevin
16,5,Cartman,he has a point
16,5,Kyle,well then you gotta ride it out butters
16,5,Stan,i cant believe what im hearing  this is why bullying is getting worse and worse at out schools we cant all sit by and let it happen anymore
16,5,Cartman,i have balls
16,5,Cartman,still balls
16,5,Kyle,look butters why dont you just talk to your family about it you said your grandmas visiting this week why dont you try talking to her
16,5,Butters,my grandma
16,5,Butters,grandma cacan i talk to you for a second
16,5,Butters,could i maybe talk to grammy alone
16,5,Butters,i just  dont want you to pick on me no more grandma
16,5,Butters,um i dont think im tough grandma
16,5,Butters,no you took it all
16,5,Mr. Mackey,oh well uh wwe think that bullyin is is is bad mkay and uh and when we see bullying in the school we tell the students you know that uh that thats bad mkay
16,5,Mr. Mackey,uh who said
16,5,Mr. Mackey,oh hes a little anonymous andy
16,5,Mr. Mackey,uhokay but uh todays actually bad uh i already have an assembly today on positive thinking
16,5,Mr. Mackey,wull i mean it kind of wouhuh works out
16,5,Mr. Mackey,waheh jus will we he
16,5,Mr. Mackey,attention students today we will have an assembly on the subject of bullying mkay  the assembly is mandatory mkay youd better show up kay
16,5,Butters,my grandma
16,5,Butters,oh hamburgers 
16,5,Butters,ha oh ah hi grandma
16,5,Butters,well i didnt narc grandma it wasnt me
16,5,Butters,nno grandma knock it off no stop it 
16,5,Butters,yes
16,5,Stan,ill do it ill be in charge
16,5,Stan,no i just i think bullying has gotten out of hand and it needs to be stopped
16,5,Stan,hey guys guys dont pick on butters thats not cool you cant do that bullying did you know that in america hohoh  over 200000 students every day are afraid to come to school because of bullying  at south park elementary were better than that come on lets all put an end to bullying right now five six seven eight
16,5,Cartman,boy you like my body set the mood lets playyou can touch me anywhere except for my vajayjay
16,5,Cartman,my heart says yees yees yees but my vajayjay says noo
16,5,Butters,trapped inside the darkness of my mindi try to break free the words are so unkind
16,5,Kyle,pansy
16,5,Butters,can i can i not do this please  i dont wanna do this
16,5,Stan,aw butters you ruined it this is all one big long shot and you ruined it
16,5,Butters,mm but this is just gonna make things worse for me
16,5,Stan,butters youre the star of the video
16,5,Kyle,he doesnt wanna do it dude
16,5,Stan,well come on do you just wanna be bullied your whole life butters  kyle
16,5,Stan,kyle dude where are you going
16,5,Kyle,why are you doing this stan
16,5,Stan,to stop bullying
16,5,Kyle,youre gonna stop bullying
16,5,Stan,yes
16,5,Kyle,with cartman singing about his vagina
16,5,Stan,its about awareness dude dont you understand how important this is bullying did you know that in america hohoh over 200000 students are afraid to come to school every day because of
16,5,Kyle,dont dont act for me stan really because every minute im watching this video become less about awareness and more about you
16,5,Stan,kyle im trying to make a difference
16,5,Kyle,okay just be careful you dont end up naked and jacking it in san diego 
16,5,Stan,what the hell does that mean
16,5,Butters,nnothin dad jjust a little gassy 
16,5,Butters,okay dad i wonaaaaah gaaaahow 
16,5,Stan,dude butters we have awesome news a hollywood movie company is gonna buy our bullying video
16,5,Stan,yeah and butters is the star the movie company wants to do a photo shoot with him so we can make movie posters
